timestamp,amount0,amount1,event
2021-02-13 15:00:00,328.881972729023859448,3.407384615422587372,
2021-02-13 15:35:26,800.0,1.392726440360485,mint
2021-02-13 15:37:05,100.19304745914647,0.2,ethPurchase
2021-02-13 15:38:03,166.81778649541184,0.5,ethPurchase
2021-02-13 15:39:08,46.36656941697624,0.2,ethPurchase
2021-02-13 15:39:52,56.1568538637681,0.3,ethPurchase
2021-02-13 15:40:42,23.475442111882035,0.15,ethPurchase
2021-02-13 15:40:45,108.50240952697689,1.0,ethPurchase
2021-02-13 15:42:06,85.21751517637175,1.5,ethPurchase
2021-02-13 15:42:27,50.418549320410705,1.0,tokenPurchase
2021-02-13 15:43:45,50.19304745914646,0.6767461204350917,tokenPurchase
2021-02-13 15:50:35,55.0,0.5303269046603257,tokenPurchase
2021-02-13 15:52:23,22.736893621319247,0.2,ethPurchase
2021-02-13 15:52:44,40.0,0.42403289231055863,ethPurchase
2021-02-13 15:53:11,22.736893621319247,0.2523016921530388,tokenPurchase
2021-02-13 16:17:00,0.8454029638381576,0.01,ethPurchase
2021-02-13 16:17:00,0.8454029638381576,0.009940253481738564,tokenPurchase
2021-02-13 16:17:00,20.0,0.32900963413349343,ethPurchase
2021-02-13 16:17:00,57.22952258676417,0.72,ethPurchase
2021-02-13 16:17:00,57.22952258676417,0.8236596461476738,tokenPurchase
2021-02-13 16:32:40,40.0,0.4154003303211016,tokenPurchase
2021-02-13 17:17:26,50.0,0.4022428670056407,tokenPurchase
2021-02-13 18:16:54,58.083860206566186,0.3568898992979876,tokenPurchase
2021-02-14 01:52:40,1.8458356964214746,0.01,ethPurchase
2021-02-14 01:59:32,17.669839708991084,0.1,ethPurchase
2021-02-14 02:01:43,16.34723167429105,0.1,ethPurchase
2021-02-14 02:04:48,17.060778593996734,0.11300700573618398,ethPurchase
2021-02-14 02:05:42,13.982452585388708,0.1,ethPurchase
2021-02-14 02:15:48,20.46256338627074,0.16,ethPurchase
2021-02-14 02:33:51,11.670801648475313,0.09946415836486137,ethPurchase
2021-02-14 03:05:40,20.0,0.1657363980071729,tokenPurchase
2021-02-14 04:31:47,18.08867024107823,0.15,ethPurchase
2021-02-14 04:57:46,21.583357959120455,0.2,ethPurchase
2021-02-14 05:13:31,20.0,0.20958089222091064,ethPurchase
2021-02-14 05:14:55,20.0,0.23773085800468893,ethPurchase
2021-02-14 06:06:40,19.980276058707403,0.2716694314181745,ethPurchase
2021-02-14 06:07:27,13.076339442024173,0.2,ethPurchase
2021-02-14 07:19:32,1188.440432971667,3.467814145809827,tokenPurchase
2021-02-14 07:24:40,200.0,0.12419828962408042,ethPurchase
2021-02-14 07:26:15,113.61471746490624,0.09,ethPurchase
2021-02-14 07:27:37,104.2696667127156,0.1,ethPurchase
2021-02-14 07:28:29,86.7725414320968,0.1,ethPurchase
2021-02-14 07:29:53,120.0,0.17283043582016208,ethPurchase
2021-02-14 07:34:23,110.37009456468674,0.21,ethPurchase
2021-02-14 07:35:30,80.83702894858861,0.2,ethPurchase
2021-02-14 07:44:08,92.05181724554049,0.3,ethPurchase
2021-02-14 08:29:24,250.0,0.6500139466244097,tokenPurchase
2021-02-14 08:53:02,116.7214666508654,0.245383,ethPurchase
2021-02-14 14:13:03,41.94212796734835,0.11018384550299763,ethPurchase
2021-02-14 14:49:16,23.475442111882035,0.06303381845279728,tokenPurchase
2021-02-14 19:02:48,36.27567245788956,0.1,ethPurchase
2021-02-14 19:04:43,32.49358479358498,0.1,ethPurchase
2021-02-14 21:26:49,70.0,0.20209580876633745,tokenPurchase
2021-02-14 21:41:31,100.0,0.22436678769373722,tokenPurchase
2021-02-14 21:42:40,200.0,0.3089543965303244,tokenPurchase
2021-02-14 21:43:40,120.0,0.13058047531652506,tokenPurchase
2021-02-14 21:45:08,110.67855670373918,0.12,ethPurchase
2021-02-14 21:46:19,116.53911585112084,0.16,ethPurchase
2021-02-14 21:49:02,86.39268025608767,0.15,ethPurchase
2021-02-15 00:38:16,91.22076326619496,0.2,ethPurchase
2021-02-15 12:47:24,105.0,0.2249700403992312,tokenPurchase
2021-02-15 12:48:50,20.0,0.036174751061840996,tokenPurchase
2021-02-15 18:37:59,100.0,0.20270248579459574,ethPurchase
2021-02-15 18:44:42,100.0,0.27015424847920466,ethPurchase
2021-02-15 20:54:41,140.0,0.356035416249863,tokenPurchase
2021-02-15 20:55:51,50.0,0.09666678525714696,tokenPurchase
2021-02-15 20:57:30,25.0,0.0439000930575622,tokenPurchase
2021-02-15 22:39:41,40.0,0.07202777036188802,ethPurchase
2021-02-15 23:19:47,25.0,0.04559563331594881,tokenPurchase
2021-02-15 23:21:02,400.0,0.7089140315469895,mint
2021-02-16 03:32:09,53.73983013674578,0.1,ethPurchase
2021-02-16 03:34:08,49.133629911457504,0.1,ethPurchase
2021-02-16 03:35:05,45.095558292452054,0.1,ethPurchase
2021-02-16 05:14:58,41.53585530199363,0.1,ethPurchase
2021-02-16 05:34:12,38.38181620627652,0.1,ethPurchase
2021-02-16 06:37:34,35.574044804868905,0.1,ethPurchase
2021-02-16 06:44:09,42.0,0.1282940414865787,ethPurchase
2021-02-16 06:49:18,41.91621434617845,0.1406301967672823,ethPurchase
2021-02-16 06:59:33,40.58857988258942,0.15,ethPurchase
2021-02-16 07:08:57,100.0,0.44239633711551823,ethPurchase
2021-02-16 07:19:49,100.0,0.44007069776273605,tokenPurchase
2021-02-16 08:50:30,100.25290580036435,0.444,ethPurchase
2021-02-16 08:53:05,91.22076326619496,0.4063728411111742,tokenPurchase
2021-02-16 11:54:25,47.368096692878616,0.2,ethPurchase
2021-02-16 12:34:13,160.0,0.5894970619919772,tokenPurchase
2021-02-16 12:36:01,160.0,0.41462174215959574,tokenPurchase
2021-02-16 12:37:57,160.0,0.3075315889219677,tokenPurchase
2021-02-16 12:42:43,108.38523384233493,0.2,ethPurchase
2021-02-16 12:49:57,100.0,0.18476650535921385,tokenPurchase
2021-02-16 15:26:42,144.42900805928386,0.27946050215117224,ethPurchase
2021-02-16 15:29:18,100.0,0.19966787616588083,tokenPurchase
2021-02-16 15:30:45,99.60270784691494,0.2,ethPurchase
2021-02-16 15:30:49,80.0,0.16243676571271723,tokenPurchase
2021-02-16 15:35:45,100.0,0.1741987978763691,tokenPurchase
2021-02-16 15:43:23,86.57858465169036,0.15,ethPurchase
2021-02-16 15:55:49,42.21767255486002,0.07537047083981102,tokenPurchase
2021-02-16 16:05:01,55.07076370279097,0.1,ethPurchase
2021-02-16 16:06:18,96.45733984250502,0.2,ethPurchase
2021-02-16 16:08:35,130.0,0.26058996428002645,tokenPurchase
2021-02-16 16:12:18,30.0,0.052312691199207784,tokenPurchase
2021-02-16 16:14:03,181.96833039412454,0.36554167398946497,ethPurchase
2021-02-16 16:15:40,78.4352635736872,0.2,ethPurchase
2021-02-16 16:15:53,100.0,0.24847175360523904,tokenPurchase
2021-02-16 16:21:35,130.0,0.261128394615278,tokenPurchase
2021-02-16 16:23:08,40.0,0.0693284214465227,tokenPurchase
2021-02-16 16:23:08,184.47332570026398,0.36573222008746725,ethPurchase
2021-02-16 16:25:23,180.0,0.356326442640824,tokenPurchase
2021-02-16 16:26:12,184.09115560462675,0.3680497719350534,ethPurchase
2021-02-16 16:28:03,200.0,0.3927677259914663,tokenPurchase
2021-02-16 16:29:29,188.12243928811077,0.36751265509076736,ethPurchase
2021-02-16 16:41:38,180.0,0.35213606210440757,tokenPurchase
2021-02-16 16:45:17,185.03904223540047,0.36591169501256066,ethPurchase
2021-02-16 16:50:51,140.0,0.2857706634213376,tokenPurchase
2021-02-16 16:51:35,173.53576087455068,0.36803473315935786,ethPurchase
2021-02-16 17:11:15,74.71545314367556,0.2,ethPurchase
2021-02-16 22:00:52,50.0,0.13638151128313541,tokenPurchase
2021-02-16 22:46:42,100.0,0.23559451499868447,tokenPurchase
2021-02-16 23:13:15,116.79084475086451,0.2815438540855317,ethPurchase
2021-02-16 23:20:28,300.0,0.6167721768284589,tokenPurchase
2021-02-16 23:31:44,34.60346176964046,0.05634406905304034,ethPurchase
2021-02-16 23:36:04,78.5482421470006,0.14029019282219427,ethPurchase
2021-02-16 23:40:04,69.30723823012275,0.14045608635749982,ethPurchase
2021-02-16 23:53:29,85.59572478335757,0.2,ethPurchase
2021-02-16 23:59:10,200.0,0.42104674984790524,tokenPurchase
2021-02-17 00:04:10,190.61272926629397,0.4,ethPurchase
2021-02-17 00:09:19,130.0,0.2856515741061153,tokenPurchase
2021-02-17 00:22:04,159.35468622253023,0.3626659100459316,ethPurchase
2021-02-17 01:15:16,100.0,0.23865799598113163,tokenPurchase
2021-02-17 01:16:47,100.0,0.1987339990144761,tokenPurchase
2021-02-17 01:19:34,2737.648745977031,5.0,mint
2021-02-17 01:20:36,100.0,0.17758732480119158,tokenPurchase
2021-02-17 01:21:57,56.59095272800029,0.1,ethPurchase
2021-02-17 01:23:51,25.0,0.045091058609195156,ethPurchase
2021-02-17 01:25:15,54.33579443585492,0.1,ethPurchase
2021-02-17 01:28:38,100.0,0.18086858847935888,tokenPurchase
2021-02-17 01:28:38,294.2978193891689,0.563609853705482,ethPurchase
2021-02-17 01:30:49,300.0,0.5705289894408427,tokenPurchase
2021-02-17 01:35:16,20.0,0.035573542247417725,ethPurchase
2021-02-17 01:37:27,196607.35125402297,350.4085255220968,mint
2021-02-17 01:39:01,2758.5212561325748,5.0,ethPurchase
2021-02-17 01:40:34,542.6023105442814,1.0,ethPurchase
2021-02-17 01:42:07,162.1994226227207,0.3,ethPurchase
2021-02-17 01:42:53,2664.5832900022124,5.0,ethPurchase
2021-02-17 01:44:30,1719.44361466225,3.3,ethPurchase
2021-02-17 01:53:55,1536.9141669843227,3.0,ethPurchase
2021-02-17 01:56:15,1536.9141669843227,3.015114184445611,mint
2021-02-17 01:57:12,1011.0829487391169,2.0,ethPurchase
2021-02-17 01:58:39,2803.2078409215305,5.656998834256832,ethPurchase
2021-02-17 02:00:09,487.00414232113764,1.0,ethPurchase
2021-02-17 02:00:31,169.85750712269555,0.35,ethPurchase
2021-02-17 02:01:00,3207.185600546494,6.594704981329691,mint
2021-02-17 02:05:46,1108.7398296346546,2.3,ethPurchase
2021-02-17 02:06:09,125.0,0.26098953509282913,ethPurchase
2021-02-17 02:07:17,477.42981782236,1.0,ethPurchase
